,Sentence,scores,compound,pos,neg,type
2593,"The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share .","{'neg': 0.043, 'neu': 0.89, 'pos': 0.067, 'compound': 0.2023}",0.2023,0.067,0.043,POS
2594,RBS chairman admits surprise at size of regulatory penalties,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5106}",0.5106,0.381,0.0,POS
2595,Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2596,"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .","{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}",0.3612,0.128,0.0,POS
2597,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .","{'neg': 0.177, 'neu': 0.701, 'pos': 0.122, 'compound': -0.2732}",-0.2732,0.122,0.177,NEG
2598,The invention carries International Patent Publication No. .,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.268,NEG
2599,"Blyk is launching first in the UK market in mid-2007 , with other markets to follow .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2600,Petrofac books further Â£30m cost for Shetland gas terminal delays,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2601,"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2602,"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems .","{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.4939}",0.4939,0.103,0.0,POS
2603,Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7003}",0.7003,0.182,0.0,POS
2604,"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!","{'neg': 0.132, 'neu': 0.602, 'pos': 0.265, 'compound': 0.4954}",0.4954,0.265,0.132,POS
2605,The total value of the deliveries is some EUR65m .,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}",0.34,0.231,0.0,POS
2606,"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2607,` Nordic infrastructure construction is one of our strategic growth areas .,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}",0.3818,0.224,0.0,POS
2608,These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.4404}",0.4404,0.17,0.0,POS
2609,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2610,"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .","{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.5859}",0.5859,0.255,0.0,POS
2611,"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia .","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.3182}",0.3182,0.099,0.0,POS
2612,"EPS from continuing operations came in at 0.30 eur , up from 0.17 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2613,"When open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2614,"European stocks hover near 3-week low, Dialog and BHP slump","{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0.0,0.189,NEG
2615,The value of the deal is estimated at between SEK25m and SEK50m .,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.34}",0.34,0.179,0.0,POS
2616,"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .","{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.3182}",0.3182,0.103,0.0,POS
2617,"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,0.225,0.0,POS
2618,"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2619,The output of the contracts totals 72 MWe .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2620,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .","{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0.0,0.13,NEG
2621,$YELP This goes green and so many shorts are toast!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2622,"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .","{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0.0,0.087,NEG
2623,"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2624,VIVUS $VVUS bear raid in effect. Stock down 12%,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2625,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .","{'neg': 0.043, 'neu': 0.957, 'pos': 0.0, 'compound': -0.0516}",-0.0516,0.0,0.043,NEG
2626,"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2627,"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea","{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.34}",0.34,0.068,0.0,POS
2628,Fortum is now considering taking part in nuclear energy projects outside of Finland .,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",0.2732,0.149,0.0,POS
2629,"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said .","{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.296}",0.296,0.059,0.0,POS
2630,"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy .","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4939}",0.4939,0.189,0.0,POS
2631,"zip , '' experts warned Tuesday .","{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0.0,0.344,NEG
2632,Tesco shareholders back ITV head for chairman,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2633,"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2634,Currently the quarterly applied surcharges differ significantly from the actual market prices .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2635,"$KNDI Break that HOD on volume, and we have a nice consolidation completed for another run.","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}",0.4215,0.167,0.0,POS
2636,"The parties have also agreed that L+ñnnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest .","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.7184}",0.7184,0.189,0.0,POS
2637,4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.5719}",0.5719,0.18,0.0,POS
2638,UNC Charlotte would also deploy SSH Tectia Connector to enable secure application connectivity .,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.34}",0.34,0.167,0.0,POS
2639,Also Chile is an important market area for forest machine companies .,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.2023}",0.2023,0.153,0.0,POS
2640,"The developers of that project predict that once it is completed in April 2009 , Skanssi will attract some 4.5 million visitors annually .","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3612}",0.3612,0.106,0.0,POS
2641,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .","{'neg': 0.114, 'neu': 0.743, 'pos': 0.144, 'compound': 0.1531}",0.1531,0.144,0.114,POS
2642,"The most popular mobile data services are email , surfing the internet , as well as news and weather services .","{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.6361}",0.6361,0.245,0.0,POS
2643,"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2644,18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2645,Following the increase the company+óEUR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",0.3182,0.126,0.0,POS
2646,Radiation and today is a full service house expert in radiation and nuclear safety issues .,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}",0.4215,0.177,0.0,POS
2647,"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2648,"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .","{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.2263}",0.2263,0.071,0.0,POS
2649,"New Delhi , Feb. 12 -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy , Espoo , Finland have developed cable adjustment device .","{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.6369}",-0.6369,0.0,0.123,NEG
2650,"$amzn 4 period RSI is down at 20, just read Connors book on trading strategies","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2651,"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.296}",0.296,0.136,0.0,POS
2652,"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .","{'neg': 0.0, 'neu': 0.963, 'pos': 0.037, 'compound': 0.1027}",0.1027,0.037,0.0,POS
2653,The Board of Directors was authorized to decide on other terms of the share issue .,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.296}",0.296,0.136,0.0,POS
2654,"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2655,Can Christmas Save Sainsbury's plc And Tesco plc?,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.4939}",0.4939,0.314,0.0,POS
2656,"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2657,"The program included operational improvements and reductions in personnel , mainly in the Netherlands .","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}",0.3182,0.161,0.0,POS
2658,`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.6808}",0.6808,0.306,0.0,POS
2659,The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.3818}",0.3818,0.14,0.0,POS
2660,The company will propose a dividend of EUR0 .12 per share for 2008 .,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.296}",0.296,0.167,0.0,POS
2661,$AMCN pushing highs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2662,"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.7506}",0.7506,0.252,0.0,POS
2663,"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .","{'neg': 0.13, 'neu': 0.817, 'pos': 0.053, 'compound': -0.5423}",-0.5423,0.053,0.13,NEG
2664,"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .","{'neg': 0.104, 'neu': 0.766, 'pos': 0.131, 'compound': 0.1531}",0.1531,0.131,0.104,POS
2665,"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes .","{'neg': 0.113, 'neu': 0.818, 'pos': 0.069, 'compound': -0.1779}",-0.1779,0.069,0.113,NEG
2666,$AAPL wants lower. up waves getting smaller on the 2 min,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.196,NEG
2667,The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .,"{'neg': 0.134, 'neu': 0.766, 'pos': 0.1, 'compound': -0.1779}",-0.1779,0.1,0.134,NEG
2668,Basic banking activities continued as normal .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2669,Raisio is the site of the main production plants as well as company headquarters .,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.2732}",0.2732,0.139,0.0,POS
2670,Tesco sells Blinkbox and broadband service to TalkTalk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2671,"In Switzerland , Teleste have been an established supplier of products for a long time and its primary customers include cable and fiber-to-the-home ( FTTH ) operators .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2672,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.296}",0.296,0.196,0.0,POS
2673,"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''","{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.1027}",-0.1027,0.0,0.072,NEG
2674,"- Demand for fireplace products was lower than expected , especially in Germany .","{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.4019}",-0.4019,0.0,0.291,NEG
2675,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2676,Sales fell abroad but increased in Finland .,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.3919}",0.3919,0.306,0.0,POS
2677,Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.5994}",0.5994,0.149,0.0,POS
2678,"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2679,Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2680,The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.7096}",0.7096,0.228,0.0,POS
2681,"Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment .","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3818}",0.3818,0.217,0.0,POS
